theta_power,alpha_power,beta_power,theta_rel_power,alpha_rel_power,beta_rel_power,alpha_beta_ratio,beta_alpha_ratio,theta_beta_ratio,frontal_theta_power,frontal_theta_rel_power,posterior_alpha_power,posterior_alpha_rel_power,central_beta_power,central_beta_rel_power,posterior_alpha_to_central_beta_ratio,frontal_theta_to_central_beta_ratio,dataset,subject,session,task,condition,condition_display,segment_id,window_idx,time_start_seconds,sfreq,window_seconds,source_file,label
2.1833273127022867e-12,2.3750848963895485e-12,4.271138533751236e-12,0.09207383510848738,0.09222571545989994,0.14689174240917285,0.4505829018117848,1.2654906957511585,0.4142041228327401,2.8236863576317763e-12,0.09480572371673067,4.653172102058653e-12,0.1639978321655904,1.7774773205665733e-12,0.1501579434926828,1.675323167394742,1.0166370528835775,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win000,0,0.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.9937348098200796e-12,6.895631157006095e-12,4.245639817424132e-12,0.08338304749541305,0.22286427991460575,0.15329028273549547,1.3145452980018346,0.5377201306645149,0.38007466757393604,2.53797265414701e-12,0.08751810827003187,1.6297272647324916e-11,0.408690977004682,2.016752845073059e-12,0.15448029344018796,5.4022564937467505,0.8412928683541347,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win001,1,10.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.7376509673733775e-12,7.597366499811052e-12,3.372959576018271e-12,0.09087518946289654,0.31897031323173486,0.1457868362986106,1.7373511846475183,0.39232473991802025,0.3973626870238687,1.961407421264096e-12,0.10500244600471875,1.68712984142708e-11,0.5169218173807112,1.7483794513254945e-12,0.15265108451531736,6.138635044056262,0.7136596150572091,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win002,2,20.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.5600351635341166e-12,5.337740722801205e-12,4.229867774341085e-12,0.09057599339911071,0.23899170029144048,0.21697638901736593,1.0206263242427216,0.6674094064977045,0.2982934236287966,1.846010210653591e-12,0.10433919274574706,1.1645915401875652e-11,0.3724512808210886,2.472472557806963e-12,0.2552357946908537,3.3537818393100904,0.5316126131805738,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win003,3,30.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.6168459211449179e-12,4.5526253644503274e-12,3.87136070442531e-12,0.10296491840795854,0.23078885601308302,0.20321863247279717,0.934569546515939,0.6972126607372059,0.33190847881088337,2.0301893492213862e-12,0.12084931766067575,9.863936996102743e-12,0.3645127267551858,1.9489817505638603e-12,0.2130763896915208,3.344861999982437,0.688437406855164,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win004,4,40.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.8219610408345838e-12,7.939343490451883e-12,3.4040689170969386e-12,0.09178489376260009,0.3107416716754064,0.13790774546237058,1.8027291670279575,0.38079629904956963,0.41369948452931543,2.211813625977413e-12,0.11024047242496503,1.7150087135620225e-11,0.4647661682349473,1.426177680625523e-12,0.11689109494978102,7.068767993611476,0.911645360370786,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win005,5,50.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.6722343456033397e-12,6.430278484495665e-12,3.0069367228774285e-12,0.09751513118957256,0.29787190849590944,0.14553883009781865,1.6047866310895984,0.40468694802648786,0.41733485234638007,1.817631785545509e-12,0.11083057356155505,1.3680795677458605e-11,0.44662275097321474,1.3866151983900408e-12,0.13186830970970628,5.732300576434515,0.7615939874897487,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win006,6,60.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.9710322733560036e-12,3.269878375114282e-12,3.36799458157771e-12,0.12906774653701153,0.18843380652052244,0.1848277886877046,0.7485994577248787,0.7887799805275639,0.45124421208509635,2.458342311777278e-12,0.15681428618300955,6.702099574633402e-12,0.2945747312005395,1.4925160132630348e-12,0.1639737185586991,2.6888892745204322,0.9862894756527485,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win007,7,70.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.6663771457675292e-12,9.393192431931678e-12,3.85211937154911e-12,0.08963653027358756,0.3205015859606416,0.16027473245854715,1.9358947529217039,0.3706387038225132,0.343432842056298,2.0183629063219007e-12,0.09711517398237719,2.1167007373826998e-11,0.4553649417871292,1.7464101226191067e-12,0.17844924214126381,7.707154586817914,0.7349095059397371,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win008,8,80.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.6079854331093084e-12,1.1126711815278696e-11,3.858059438005779e-12,0.07995846481821155,0.38137452383158615,0.14789124385258434,2.290361399910369,0.3181455531205854,0.33099336342607255,2.01178165233659e-12,0.09465792199936233,2.5570610055653415e-11,0.5633991265137687,1.6740698375842396e-12,0.14794437647552192,9.562431652403648,0.7523295106436105,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win009,9,90.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
2.027456234425527e-12,7.322235285375626e-12,3.810810309078582e-12,0.10968680084261137,0.2822016724480903,0.1637748648683764,1.5220378304165685,0.45790706203358444,0.4214375758278125,2.3957355496177484e-12,0.1256552692252915,1.668104464439628e-11,0.4310230386858118,1.7609654044775938e-12,0.16202714144665756,6.041743448629892,0.8677166130848528,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win010,10,100.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.7188396814095154e-12,9.275439954832603e-12,4.071035525954011e-12,0.08779418642451942,0.3376685468274719,0.16504231758940532,1.829101749999596,0.3961908729795436,0.33895240382607084,2.009495099809693e-12,0.10125915042356089,2.1072261502322686e-11,0.5130244386217298,1.978670498379681e-12,0.16957692975695618,7.074384868613512,0.6746281943245503,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win011,11,110.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.8452903670369596e-12,7.430084240549107e-12,3.455232062722031e-12,0.09798470200008598,0.30336640137725396,0.14616214070727626,1.6677210380842695,0.4098692212471852,0.4141850168652124,2.143462376807925e-12,0.11809013085271448,1.7005352204848894e-11,0.478112797878626,1.609219748525363e-12,0.13982944708226341,6.517408974257422,0.8214955363645905,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win012,12,120.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.706525584615788e-12,4.607577631558231e-12,3.647402795614755e-12,0.10684524208297771,0.23447636499585797,0.19167143688306434,0.9914306622842972,0.6504417834695615,0.36719984465862293,1.897685773891987e-12,0.12468410051838767,1.0014001620664588e-11,0.371411807460134,1.957337558038913e-12,0.19525815754470527,3.3861544122494864,0.6416872395014627,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win013,13,130.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
2.100798722445904e-12,4.116443934674406e-12,3.254986064841714e-12,0.10536085266586284,0.17763803916121026,0.13122782849433204,0.967440050788401,0.6361813217149718,0.4937263460871179,2.4235017276232843e-12,0.11037798155542151,8.67537732273675e-12,0.31102301202992866,1.461927438323712e-12,0.12475426532056146,3.52381519767442,0.984392021429116,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win014,14,140.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.551528212398222e-12,4.046075400097041e-12,3.1638906792798225e-12,0.08089129478996457,0.18696105436130725,0.1337734284627693,0.971705482142207,0.6270002781208893,0.37261502087911946,1.7636342207073903e-12,0.08306493114994555,8.852229474017724e-12,0.3343822669946772,1.3521151982312263e-12,0.12823628659063763,3.763518674882309,0.7498077568792679,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win015,15,150.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.7662530958072083e-12,1.5803115956202962e-12,3.1587194465253404e-12,0.12407498337689654,0.10220741277711162,0.1757907251804548,0.37999956860294226,1.2241620166676022,0.42471080786248605,2.0358360356998697e-12,0.13621658671810152,2.6785773380726062e-12,0.13675884066182112,1.5159321470386036e-12,0.1609943807423872,1.0646460959710085,0.8091776394272657,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win016,16,160.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.5937062599144032e-12,1.835965574971416e-12,3.2358353918794074e-12,0.124213392885322,0.13439922272991278,0.19892832581492673,0.433436478313387,1.1409995313190717,0.3762436715481732,1.6934867107993768e-12,0.1339311554241708,3.3280109746149804e-12,0.19660620757872072,1.4152794685236689e-12,0.15961855051402515,1.3778989214234556,0.7011555941534644,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win017,17,170.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.9230095079249154e-12,3.2316358641616344e-12,3.3059454756682435e-12,0.11163625450515803,0.16901994443624474,0.1599136962503592,0.7505055236817911,0.7812452634846956,0.446594021868445,2.276538562873839e-12,0.12008525577669231,6.620450999478558e-12,0.2782068752612837,1.616221205454747e-12,0.15296996872913732,2.530539461141552,0.8701628738912905,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win018,18,180.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.4288883987119433e-12,2.688822500631953e-12,3.2210261477804497e-12,0.10467153757868215,0.1777212614641016,0.17873320367215717,0.637006833526919,0.873185453414643,0.3385168318522022,1.6303823804654724e-12,0.11807140524807308,5.4164978472998266e-12,0.26787921416881216,1.4248735196540985e-12,0.15808674418243213,2.233723863697631,0.6723576991751892,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win019,19,190.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.392594660341396e-12,3.3508754013314523e-12,3.274137289857871e-12,0.10289109359638916,0.20279444131884997,0.18405015866632848,0.7839887149350038,0.7525237998899995,0.32581888832768496,1.7381263155533489e-12,0.12903192207797495,6.8920510675778616e-12,0.2936602795687086,1.5141537561735128e-12,0.16706370130424728,2.7413005472137124,0.6913365227903718,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win020,20,200.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.519354311698167e-12,3.7857204155705736e-12,3.4209861809511087e-12,0.10615318864707629,0.22412075030303083,0.19703983307896247,0.8563067742401612,0.7148320177294027,0.343668640776276,1.873359356166891e-12,0.13539813613242235,7.882580640397354e-12,0.34228010830173994,1.7796303992002706e-12,0.2030791384063175,2.8358376864295542,0.6739598749192973,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win021,21,210.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.514982216160705e-12,5.856598805602044e-12,3.8508909959480846e-12,0.09084108186165665,0.2505368772619491,0.1801296365610282,1.2073243473197028,0.5616328306684347,0.3123100926048759,1.7366216766917494e-12,0.10358062236936862,1.3312268439957445e-11,0.37613476801651613,1.6767175511395816e-12,0.17323648348034765,4.973355681211079,0.6487877945704069,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win022,22,220.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
2.079991911508713e-12,6.393730639656303e-12,3.3932006296215567e-12,0.12381715455028348,0.2792404198223769,0.1600746840602244,1.4553695992270397,0.4589294356251108,0.47345707306972906,2.2469544778617727e-12,0.138119501852579,1.430829110143338e-11,0.4170627627389329,1.4052072292123268e-12,0.14392526694859123,5.948880798150251,0.9342041095550924,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win023,23,230.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.6567980403257956e-12,7.970967548255467e-12,3.887694750600691e-12,0.09409852863239863,0.3135496568815278,0.17747507477054814,1.6308235180349278,0.43336404124622085,0.3389733043623842,2.0371361812162205e-12,0.11389917816617913,1.7857806318206142e-11,0.4386076936267274,1.725528125744183e-12,0.1731633414334226,6.552053581663266,0.7474280532915055,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win024,24,240.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.7143376394751948e-12,6.543362914957367e-12,4.227329897057215e-12,0.09773675926921299,0.2616397504530067,0.19857332441092337,1.2517600847501567,0.5604038867963052,0.3279566572678531,2.0494971570252543e-12,0.11025711409840915,1.4386657026323951e-11,0.3815288443651962,2.125891266216654e-12,0.20775958600136063,4.602417615036395,0.6556520948682303,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win025,25,250.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.8128097739883522e-12,6.738513570086916e-12,3.418289049514311e-12,0.10216433416259668,0.2862739392319918,0.16387952778368856,1.5251409526562458,0.44172424310627884,0.410296780874404,2.001316578966471e-12,0.11384524737485391,1.4721860328897887e-11,0.41678316198667736,1.6885671394973814e-12,0.16572058030608378,5.475727242448588,0.7443803614071585,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win026,26,260.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.913693050368998e-12,4.4571292780942755e-12,2.941846083343885e-12,0.12152351157300377,0.23555705147424438,0.16138881186029994,1.1307212874007688,0.5390830844255221,0.48548142416195106,2.2914602597854232e-12,0.14662982689242354,9.27297257974861e-12,0.3608916161880742,1.6631468759384976e-12,0.1689705454961565,3.481960632186611,0.8604333018538111,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win027,27,270.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
1.7268887797176556e-12,3.603468618014533e-12,3.3351144437478584e-12,0.12326078485431603,0.20766662738673258,0.21296472148156223,0.8312280251820084,0.7244785878840827,0.3983490637042329,2.1473532552834506e-12,0.1541394428224381,7.444907954954497e-12,0.3170764978707115,2.302585489289628e-12,0.24750262559621497,2.254266537262557,0.6502036850362766,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win028,28,280.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
2.4560811651569995e-12,6.715582542319314e-12,3.2279046593199133e-12,0.06453539818511264,0.19201151014719975,0.08708519334769224,1.5883949813096212,0.4183617557864401,0.580921606106434,3.4502413240632014e-12,0.06007384655161512,1.491225304471177e-11,0.38867339906100157,1.6891074735215993e-12,0.10220707862100833,5.5454284336144415,1.2830432989518405,ds004148,sub-01,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-01_session1_eyesclosed_win029,29,290.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-01/ses-session1/eeg/sub-01_ses-session1_task-eyesclosed_eeg.vhdr,0
2.821386018807709e-11,5.4167285084276866e-11,2.0201836399571035e-11,0.05440446123292897,0.1761238114716705,0.06501704641003711,2.5548393103048754,0.36619232519253925,1.3307271906242955,5.0092209696381826e-11,0.05919585948658499,1.067894748675881e-10,0.2556244852851873,8.795237058463928e-12,0.06847583688947019,10.902183809355874,5.11393541548827,ds004148,sub-02,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-02_session1_eyesclosed_win000,0,0.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-02/ses-session1/eeg/sub-02_ses-session1_task-eyesclosed_eeg.vhdr,0
5.323133230845172e-12,8.66633165082628e-11,1.9801814546400344e-11,0.03996973791265085,0.47076357007046626,0.13314032548608934,4.166142156250474,0.2258848436852592,0.2558975429269133,3.89640968767003e-12,0.0347019386376366,1.9856435983734987e-10,0.5377723716318522,1.020871115845372e-11,0.16354202804640267,17.715182149875517,0.3476233469297065,ds004148,sub-02,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-02_session1_eyesclosed_win001,1,10.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-02/ses-session1/eeg/sub-02_ses-session1_task-eyesclosed_eeg.vhdr,0
7.572601728205641e-12,1.0477066750295792e-10,2.1623184563357012e-11,0.054679230355728616,0.5460814303071544,0.12965376298935113,4.631119337312748,0.2044346043552416,0.33472748750284503,6.404206360602293e-12,0.05400415096004312,2.2612257473939787e-10,0.5821450109278072,1.1215222177009097e-11,0.14674820551086137,18.511540065558112,0.5242807922606584,ds004148,sub-02,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-02_session1_eyesclosed_win002,2,20.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-02/ses-session1/eeg/sub-02_ses-session1_task-eyesclosed_eeg.vhdr,0
7.697514278370587e-12,1.1788486050086378e-10,2.046358360592979e-11,0.04390382346446413,0.5479686668168271,0.11550752443652167,5.4923195802352165,0.17212943279502868,0.3586313646265472,6.220512522325819e-12,0.04143241430638317,2.528051013730018e-10,0.5863756423001095,1.1768748612103825e-11,0.14423172839565365,19.79873745289036,0.48716696610576504,ds004148,sub-02,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-02_session1_eyesclosed_win003,3,30.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-02/ses-session1/eeg/sub-02_ses-session1_task-eyesclosed_eeg.vhdr,0
7.239764262830899e-12,9.669421933750089e-11,2.0368122405275462e-11,0.047491112596890366,0.4913960343670086,0.12667058081219407,4.525162178668003,0.20848851184234765,0.33881143722031054,5.629679613716635e-12,0.044469472732130616,2.149522671610721e-10,0.54313618988655,1.0919752752287415e-11,0.1494787824224861,18.03328236987319,0.47229835473192117,ds004148,sub-02,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-02_session1_eyesclosed_win004,4,40.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-02/ses-session1/eeg/sub-02_ses-session1_task-eyesclosed_eeg.vhdr,0
8.680503700571983e-12,8.101819486100931e-11,1.93307583444924e-11,0.05350449229699256,0.40711036784924476,0.11207290133839996,3.985006042972181,0.23568865880614576,0.42696408827875965,6.748047159486771e-12,0.046582616855460855,1.7344323233197604e-10,0.45036008038739994,1.1004304335769174e-11,0.13807718488739987,14.448420123369248,0.5621356282495807,ds004148,sub-02,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-02_session1_eyesclosed_win005,5,50.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-02/ses-session1/eeg/sub-02_ses-session1_task-eyesclosed_eeg.vhdr,0
7.411549316525538e-12,8.39448900063426e-11,1.8100564590187124e-11,0.051684423844402784,0.4998390078777454,0.11899319492966241,4.394890507554375,0.21308597360989703,0.38802776124917304,5.323365965575835e-12,0.05039199832934868,1.7972163960467874e-10,0.5470932078922615,9.843352236203944e-12,0.12273990749641751,16.57436147878896,0.49093360149291304,ds004148,sub-02,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-02_session1_eyesclosed_win006,6,60.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-02/ses-session1/eeg/sub-02_ses-session1_task-eyesclosed_eeg.vhdr,0
5.891200684301812e-12,8.596977316575952e-11,1.827465795847597e-11,0.045042204131178105,0.48374166798244556,0.12466809544280179,4.46024896270362,0.21012654504278738,0.3056448885886027,4.613161308929734e-12,0.043456532240205424,1.9905196311030144e-10,0.5657650609493026,9.280088911024977e-12,0.13317153118578845,19.36286396286187,0.44874721890608416,ds004148,sub-02,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-02_session1_eyesclosed_win007,7,70.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-02/ses-session1/eeg/sub-02_ses-session1_task-eyesclosed_eeg.vhdr,0
7.380371360283725e-12,1.0006145041629734e-10,1.9358219211430047e-11,0.047395619302413226,0.5268644742653742,0.11621915297573843,4.915039443141383,0.19154899451461177,0.36252539004688794,5.870179626165247e-12,0.05144689058135601,2.2069559458332795e-10,0.5899668855668976,1.0648302513418518e-11,0.11967540244766857,18.946588511853363,0.503951508763012,ds004148,sub-02,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-02_session1_eyesclosed_win008,8,80.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-02/ses-session1/eeg/sub-02_ses-session1_task-eyesclosed_eeg.vhdr,0
1.2422766537160124e-11,1.2498848323376492e-10,2.318902058069498e-11,0.06161452745472543,0.5326576109825315,0.10843113498583545,5.16715767043156,0.18405666919308003,0.5135704645716253,1.3927262089185384e-11,0.07303102094212525,2.5102587705465247e-10,0.6224548142167038,1.1264699465699405e-11,0.10815362054060167,20.467348405616843,1.1355567356652851,ds004148,sub-02,session1,eyesclosed,eyesclosed,low_engagement_proxy,sub-02_session1_eyesclosed_win009,9,90.0,500.0,10,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/ds004148/sub-02/ses-session1/eeg/sub-02_ses-session1_task-eyesclosed_eeg.vhdr,0
